# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
123485.90000 -26.278598 -18.990139 -0.063091 -0.054036 -0.007151 0.586351 0.808221 0.0000241082 0.0000025894 -0.0000162984 0.0000229515 -0.0000158302 0.0001593473 0.0729821414 -0.0853380876 -0.0055520201 0.1146306012 0.0064659446 0.0259795202
123486.00000 -25.976175 -19.085042 -0.135128 -0.048867 -0.016032 0.592687 0.803789 0.0000234636 0.0000022558 -0.0000134738 0.0000229514 -0.0000161336 0.0001599054 0.0735827454 -0.0847433848 -0.0055369563 0.1120837060 0.0062766544 0.0256432328
123486.10000 -25.678436 -19.177697 -0.213510 -0.043209 -0.024536 0.598594 0.799510 0.0000229635 0.0000019123 -0.0000108444 0.0000228676 -0.0000161295 0.0001603769 0.0741690093 -0.0841299234 -0.0055194769 0.1095511407 0.0060888826 0.0253056760
123486.20000 -25.366514 -19.261740 -0.287467 -0.037308 -0.032840 0.604639 0.794948 0.0000225911 0.0000015868 -0.0000081894 0.0000227849 -0.0000160735 0.0001607697 0.0747641931 -0.0835350900 -0.0055046559 0.1071185106 0.0059050672 0.0249836844
123486.30000 -25.073015 -19.346747 -0.366634 -0.030480 -0.040609 0.610405 0.790460 0.0000222813 0.0000012292 -0.0000054779 0.0000226667 -0.0000159136 0.0001610605 0.0752737818 -0.0828178787 -0.0054797296 0.1045711268 0.0057176185 0.0246347666
123486.40000 -24.762844 -19.420828 -0.437275 -0.023825 -0.048575 0.616073 0.785828 0.0000221024 0.0000008519 -0.0000025412 0.0000224812 -0.0000154791 0.0001613396 0.0758292811 -0.0822046222 -0.0054625174 0.1022531989 0.0055432201 0.0243235331
123486.50000 -24.463961 -19.495120 -0.514781 -0.016281 -0.055540 0.621635 0.781166 0.0000220198 0.0000005096 0.0000002282 0.0000223178 -0.0000151414 0.0001614454 0.0762656171 -0.0814333910 -0.0054323060 0.0997731666 0.0053618475 0.0239751457
123486.60000 -24.155165 -19.560519 -0.580321 -0.008644 -0.061728 0.627124 0.776421 0.0000220732 0.0000002075 0.0000028533 0.0000221220 -0.0000145068 0.0001615397 0.0767372522 -0.0807236235 -0.0054058387 0.0974607820 0.0051898849 0.0236573348
123486.70000 -23.850287 -19.623896 -0.641754 -0.000742 -0.067149 0.632661 0.771512 0.0000221915 -0.0000000388 0.0000051990 0.0000219345 -0.0000139471 0.0001615129 0.0771475920 -0.0799318717 -0.0053681773 0.0950793616 0.0050210967 0.0233230638
123486.80000 -23.541008 -19.680717 -0.707552 0.007149 -0.071520 0.638365 0.766370 0.0000223882 -0.0000002554 0.0000076204 0.0000216613 -0.0000128811 0.0001614877 0.0775510846 -0.0791420652 -0.0053303206 0.0927656826 0.0048571094 0.0229990856
123486.90000 -23.233293 -19.732618 -0.763883 0.015305 -0.075046 0.644221 0.760995 0.0000226174 -0.0000003934 0.0000096160 0.0000214261 -0.0000119356 0.0001613963 0.0778813269 -0.0782954081 -0.0052903340 0.0904463450 0.0046938427 0.0226673575
123487.00000 -22.930286 -19.784367 -0.808769 0.022866 -0.078032 0.649483 0.756016 0.0000228624 -0.0000004739 0.0000114551 0.0000211238 -0.0000105206 0.0001613250 0.0781852894 -0.0774314824 -0.0052448337 0.0881678072 0.0045375697 0.0223428046
123487.10000 -22.615121 -19.829012 -0.852626 0.030379 -0.079855 0.655601 0.750258 0.0000232253 -0.0000005338 0.0000134012 0.0000209171 -0.0000093606 0.0001611601 0.0785222648 -0.0765946617 -0.0051948890 0.0859603933 0.0043895560 0.0220385233
123487.20000 -22.299422 -19.868188 -0.889788 0.037761 -0.081123 0.661557 0.744537 0.0000234781 -0.0000004952 0.0000147817 0.0000206900 -0.0000079755 0.0001610424 0.0787697080 -0.0756553525 -0.0051404380 0.0836744554 0.0042383191 0.0217109832
123487.30000 -21.990675 -19.903636 -0.932425 0.044907 -0.081536 0.667107 0.739123 0.0000237279 -0.0000004490 0.0000160696 0.0000204764 -0.0000066416 0.0001608768 0.0789831936 -0.0746959859 -0.0050831923 0.0814104983 0.0040907650 0.0213880897
123487.40000 -21.678986 -19.928994 -0.975167 0.051601 -0.081674 0.672764 0.733522 0.0000239514 -0.0000003608 0.0000170828 0.0000203114 -0.0000053271 0.0001607425 0.0791794814 -0.0737616878 -0.0050285192 0.0792625041 0.0039492325 0.0210832683
123487.50000 -21.364985 -19.951877 -1.003905 0.058176 -0.079498 0.678675 0.727802 0.0000241594 -0.0000002416 0.0000180130 0.0000201581 -0.0000038929 0.0001605755 0.0792830478 -0.0727728256 -0.0049725751 0.0771104273 0.0038074175 0.0207676934
123487.60000 -21.056616 -19.970312 -1.027577 0.063599 -0.077027 0.684337 0.722291 0.0000242888 -0.0000000508 0.0000185858 0.0000200335 -0.0000021451 0.0001604954 0.0793847545 -0.0717617879 -0.0049063564 0.0749718180 0.0036741444 0.0204606341
123487.70000 -20.732056 -19.976289 -1.036025 0.067701 -0.074251 0.690492 0.716327 0.0000243487 0.0000001424 0.0000189166 0.0000199550 -0.0000004962 0.0001604215 0.0794631236 -0.0707660011 -0.0048415344 0.0729057188 0.0035464206 0.0201614103
123487.80000 -20.419585 -19.986497 -1.046535 0.072415 -0.069901 0.696540 0.710423 0.0000243692 0.0000002879 0.0000190156 0.0000199319 0.0000006079 0.0001603963 0.0794225777 -0.0696343863 -0.0047589248 0.0707358850 0.0034208305 0.0198418386
123487.90000 -20.108624 -19.991508 -1.054967 0.076076 -0.065190 0.702428 0.704668 0.0000242473 0.0000005060 0.0000186460 0.0000199312 0.0000024048 0.0001604548 0.0794378679 -0.0685878093 -0.0046865266 0.0687054387 0.0032987348 0.0195451189
123488.00000 -19.797555 -19.993512 -1.046735 0.078429 -0.060006 0.708321 0.698949 0.0000240373 0.0000006518 0.0000179948 0.0000199673 0.0000038705 0.0001605630 0.0794217320 -0.0675331438 -0.0046124314 0.0667257348 0.0031811255 0.0192542549
123488.10000 -19.489557 -19.993152 -1.032835 0.079993 -0.053918 0.714011 0.693457 0.0000238634 0.0000008087 0.0000175143 0.0000200160 0.0000053984 0.0001605558 0.0793780259 -0.0664629228 -0.0045301045 0.0647635829 0.0030727854 0.0189638312
123488.20000 -19.166614 -19.985935 -1.001720 0.080232 -0.046117 0.720244 0.687520 0.0000235457 0.0000008973 0.0000163951 0.0000201029 0.0000067361 0.0001606975 0.0793276219 -0.0654046357 -0.0044461438 0.0628626577 0.0029685469 0.0186849134
123488.30000 -18.843363 -19.973320 -0.988278 0.080103 -0.040082 0.726143 0.681684 0.0000231391 0.0000009679 0.0000147763 0.0000202657 0.0000084644 0.0001608635 0.0791836146 -0.0642303599 -0.0043486340 0.0608568443 0.0028648121 0.0183816198
123488.40000 -18.529310 -19.949929 -0.978384 0.079270 -0.032229 0.731679 0.676257 0.0000227948 0.0000009389 0.0000132522 0.0000203595 0.0000093948 0.0001610412 0.0790040512 -0.0630573440 -0.0042598970 0.0589139188 0.0027553562 0.0180836379
123488.50000 -18.217120 -19.921154 -0.950382 0.077243 -0.024700 0.737328 0.670649 0.0000224519 0.0000009188 0.0000116399 0.0000205450 0.0000108020 0.0001611144 0.0787479668 -0.0619046903 -0.0041728421 0.0570857260 0.0026540040 0.0177914334
123488.60000 -17.899332 -19.887983 -0.910343 0.074271 -0.017411 0.742953 0.664982 0.0000220985 0.0000008014 0.0000096124 0.0000206945 0.0000117896 0.0001612685 0.0784557753 -0.0607373995 -0.0040786151 0.0552793217 0.0025609463 0.0174995939
123488.70000 -17.589987 -19.848269 -0.873875 0.070778 -0.008922 0.748412 0.659387 0.0000218304 0.0000006671 0.0000077933 0.0000208380 0.0000127020 0.0001613324 0.0781444109 -0.0595370392 -0.0039788348 0.0534520562 0.0024707955 0.0172009537
123488.80000 -17.275867 -19.805485 -0.821963 0.066219 -0.001460 0.753711 0.653859 0.0000215556 0.0000004463 0.0000052600 0.0000210091 0.0000136133 0.0001614001 0.0777845751 -0.0583628131 -0.0038832611 0.0517330722 0.0023855728 0.0169116415
123488.90000 -16.970936 -19.765102 -0.756649 0.060830 0.006906 0.758490 0.648802 0.0000213715 0.0000002198 0.0000030486 0.0000211290 0.0000143905 0.0001613602 0.0774015630 -0.0571532071 -0.0037803047 0.0499832179 0.0023041152 0.0166093543
123489.00000 -16.662146 -19.718545 -0.701462 0.055499 0.015317 0.763616 0.643099 0.0000212688 -0.0000000942 0.0000001915 0.0000212832 0.0000150583 0.0001612801 0.0770661636 -0.0560062753 -0.0036778972 0.0483403096 0.0022327169 0.0163388711
123489.10000 -16.356352 -19.664698 -0.637311 0.048697 0.023062 0.768379 0.637723 0.0000212571 -0.0000004191 -0.0000023896 0.0000214531 0.0000158862 0.0001610335 0.0766813748 -0.0548307018 -0.0035798321 0.0467082822 0.0021565559 0.0160578166
123489.20000 -16.044457 -19.601464 -0.571933 0.041195 0.029877 0.773364 0.631917 0.0000213656 -0.0000007602 -0.0000051269 0.0000215020 0.0000160978 0.0001608247 0.0762152031 -0.0536446188 -0.0034779875 0.0451286857 0.0020894951 0.0157722794
123489.30000 -15.738356 -19.540139 -0.495028 0.033011 0.037028 0.778182 0.626077 0.0000215759 -0.0000011169 -0.0000078096 0.0000215497 0.0000163296 0.0001605145 0.0756923858 -0.0524126629 -0.0033740133 0.0435338080 0.0020207804 0.0154830781
123489.40000 -15.427193 -19.469396 -0.411478 0.024830 0.043948 0.782543 0.620547 0.0000219062 -0.0000014798 -0.0000106514 0.0000215463 0.0000162815 0.0001601359 0.0751975252 -0.0512205947 -0.0032712285 0.0420019919 0.0019605495 0.0152007740
123489.50000 -15.111356 -19.391210 -0.332166 0.015525 0.049458 0.787404 0.614254 0.0000223508 -0.0000018500 -0.0000134927 0.0000215115 0.0000161456 0.0001596506 0.0746235965 -0.0499840115 -0.0031642486 0.0404669033 0.0019019013 0.0149153102
123489.60000 -14.801653 -19.309184 -0.265054 0.007229 0.054517 0.791922 0.608140 0.0000228892 -0.0000021694 -0.0000161847 0.0000214455 0.0000159028 0.0001591041 0.0739864033 -0.0487160619 -0.0030592155 0.0389385141 0.0018422523 0.0146160788
123489.70000 -14.501589 -19.225130 -0.204888 -0.001268 0.058128 0.796146 0.602305 0.0000234634 -0.0000024635 -0.0000186268 0.0000213854 0.0000156424 0.0001585188 0.0733565098 -0.0474841296 -0.0029614238 0.0374792536 0.0017813490 0.0143359745
123489.80000 -14.204408 -19.135207 -0.111762 -0.010538 0.062439 0.800385 0.596133 0.0000240478 -0.0000026320 -0.0000207687 0.0000212133 0.0000148908 0.0001580578 0.0727255024 -0.0463050353 -0.0028722014 0.0361091441 0.0017239351 0.0140548034
123489.90000 -13.912092 -19.044987 -0.042144 -0.019645 0.064774 0.804514 0.590064 0.0000247576 -0.0000028074 -0.0000230490 0.0000210950 0.0000142180 0.0001574459 0.0720416940 -0.0451222612 -0.0027704062 0.0347779663 0.0016841229 0.0137879749
123490.00000 -13.612632 -18.949880 0.047281 -0.028720 0.067497 0.808645 0.583706 0.0000255368 -0.0000029601 -0.0000253140 0.0000209327 0.0000135023 0.0001567558 0.0713743230 -0.0439715518 -0.0026817410 0.0335036098 0.0016352575 0.0135238455
123490.10000 -13.315082 -18.839946 0.114110 -0.037242 0.068921 0.813055 0.576891 0.0000262779 -0.0000030347 -0.0000272960 0.0000207271 0.0000126334 0.0001561186 0.0706654625 -0.0427763161 -0.0025858725 0.0321993004 0.0015954615 0.0132453625
123490.20000 -13.019815 -18.733999 0.187395 -0.044704 0.068981 0.817338 0.570265 0.0000270316 -0.0000030511 -0.0000291367 0.0000205593 0.0000117494 0.0001554636 0.0698430318 -0.0415722158 -0.0024970102 0.0309506048 0.0015457397 0.0129718763
123490.30000 -12.720738 -18.617586 0.259137 -0.052322 0.068253 0.821709 0.563381 0.0000275540 -0.0000029956 -0.0000303919 0.0000204176 0.0000108552 0.0001550330 0.0690943939 -0.0403936786 -0.0024095162 0.0297254662 0.0015001334 0.0127130762
123490.40000 -12.429274 -18.498535 0.334439 -0.059825 0.067296 0.825985 0.556455 0.0000280756 -0.0000028633 -0.0000315921 0.0000202070 0.0000096770 0.0001546277 0.0682469823 -0.0391846038 -0.0023227234 0.0285107231 0.0014542053 0.0124390588
123490.50000 -12.147718 -18.384436 0.412975 -0.066106 0.065819 0.830008 0.549895 0.0000285138 -0.0000026865 -0.0000325761 0.0000200381 0.0000085049 0.0001542877 0.0674181540 -0.0380218524 -0.0022373075 0.0273641760 0.0014139702 0.0121833032
123490.60000 -11.853372 -18.261037 0.477539 -0.071612 0.063078 0.834416 0.542810 0.0000289271 -0.0000024718 -0.0000334800 0.0000198513 0.0000072215 0.0001539660 0.0666544229 -0.0369259571 -0.0021561501 0.0262887238 0.0013783404 0.0119404982
123490.70000 -11.570376 -18.134038 0.531884 -0.076482 0.059279 0.838629 0.536039 0.0000290398 -0.0000022944 -0.0000338032 0.0000197258 0.0000063703 0.0001538816 0.0657966566 -0.0357547935 -0.0020769850 0.0251739893 0.0013340461 0.0116835958
123490.80000 -11.284239 -17.999407 0.601603 -0.080875 0.055424 0.843068 0.528794 0.0000291483 -0.0000019634 -0.0000341291 0.0000195785 0.0000048744 0.0001538375 0.0649241939 -0.0346449467 -0.0020041387 0.0241465507 0.0012917263 0.0114340847
123490.90000 -11.004494 -17.858008 0.655278 -0.084172 0.050563 0.847322 0.521923 0.0000291610 -0.0000017204 -0.0000342845 0.0000194687 0.0000037964 0.0001538140 0.0640106179 -0.0335143186 -0.0019250908 0.0231213758 0.0012562931 0.0111835361
123491.00000 -10.721547 -17.712361 0.713477 -0.087095 0.045700 0.851605 0.514874 0.0000289766 -0.0000014054 -0.0000340507 0.0000194048 0.0000025312 0.0001540128 0.0630687228 -0.0324112229 -0.0018518480 0.0221505027 0.0012163528 0.0109401440
123491.10000 -10.445635 -17.569439 0.762829 -0.088586 0.039517 0.855960 0.507861 0.0000287477 -0.0000010774 -0.0000337373 0.0000193782 0.0000011371 0.0001542354 0.0620978088 -0.0312953562 -0.0017771799 0.0211881219 0.0011795118 0.0106956681
123491.20000 -10.181535 -17.421499 0.801565 -0.088646 0.033258 0.860188 0.501112 0.0000282329 -0.0000008134 -0.0000328881 0.0000193305 0.0000000265 0.0001546916 0.0611849723 -0.0302302864 -0.0017087047 0.0202770560 0.0011406096 0.0104630302
123491.30000 -9.900295 -17.261501 0.851353 -0.088815 0.027282 0.864542 0.493897 0.0000276355 -0.0000005295 -0.0000318327 0.0000193234 -0.0000012754 0.0001552158 0.0602507402 -0.0292175273 -0.0016468374 0.0194358213 0.0011024930 0.0102354622
123491.40000 -9.629864 -17.100931 0.886603 -0.087367 0.020306 0.868836 0.486907 0.0000270753 -0.0000002998 -0.0000308141 0.0000193359 -0.0000023598 0.0001556816 0.0592065966 -0.0281192756 -0.0015775623 0.0185491683 0.0010662290 0.0099921577
123491.50000 -9.360838 -16.936743 0.918169 -0.085366 0.013897 0.873005 0.479981 0.0000263898 -0.0000001065 -0.0000294859 0.0000193412 -0.0000034232 0.0001562502 0.0582050313 -0.0270795582 -0.0015166988 0.0177212364 0.0010257549 0.0097594028
123491.60000 -9.096537 -16.764399 0.928912 -0.081263 0.006365 0.877186 0.473182 0.0000255821 0.0000000304 -0.0000277937 0.0000193635 -0.0000043606 0.0001569245 0.0571843404 -0.0260545566 -0.0014553381 0.0169223528 0.0009878443 0.0095291145
123491.70000 -8.833805 -16.586651 0.946109 -0.077217 -0.000968 0.881352 0.466106 0.0000247092 0.0000001430 -0.0000257762 0.0000194378 -0.0000053769 0.0001576665 0.0561207227 -0.0250487281 -0.0013999283 0.0161631798 0.0009439024 0.0092999975
123491.80000 -8.575738 -16.406098 0.956304 -0.071607 -0.007399 0.885220 0.459569 0.0000238969 0.0000002019 -0.0000237298 0.0000195205 -0.0000062893 0.0001583470 0.0550409963 -0.0240542576 -0.0013427857 0.0154297752 0.0009060131 0.0090739755
123491.90000 -8.317322 -16.222528 0.958084 -0.065678 -0.014504 0.888938 0.453063 0.0000230463 0.0000001590 -0.0000213793 0.0000195697 -0.0000068425 0.0001590773 0.0539779923 -0.0230869288 -0.0012894004 0.0147261393 0.0008673128 0.0088529112
123492.00000 -8.061464 -16.041150 0.967824 -0.059156 -0.021314 0.892582 0.446480 0.0000222656 0.0000001319 -0.0000189552 0.0000195917 -0.0000075588 0.0001596988 0.0529023492 -0.0221303630 -0.0012395637 0.0140419030 0.0008268153 0.0086315398
123492.10000 -7.807343 -15.854617 0.963069 -0.051930 -0.027327 0.896252 0.439647 0.0000215356 0.0000000429 -0.0000163301 0.0000196422 -0.0000081585 0.0001602926 0.0518632422 -0.0211941179 -0.0011883020 0.0133801513 0.0007911892 0.0084190314
123492.20000 -7.564470 -15.658058 0.946737 -0.044096 -0.033167 0.899565 0.433289 0.0000209239 -0.0000000967 -0.0000137824 0.0000196432 -0.0000083586 0.0001608130 0.0507994227 -0.0202763892 -0.0011407088 0.0127497314 0.0007524314 0.0082072346
123492.30000 -7.324656 -15.460448 0.925444 -0.035516 -0.039147 0.902749 0.426907 0.0000203636 -0.0000002554 -0.0000108702 0.0000196828 -0.0000087430 0.0001612872 0.0496830491 -0.0194005130 -0.0010962976 0.0121756765 0.0007148437 0.0079978434
123492.40000 -7.085571 -15.263557 0.899987 -0.026314 -0.043437 0.905914 0.420406 0.0000199135 -0.0000004319 -0.0000079143 0.0000196913 -0.0000090039 0.0001616397 0.0485820120 -0.0185455629 -0.0010554842 0.0116209769 0.0006758143 0.0077931802
123492.50000 -6.841965 -15.056941 0.864522 -0.016215 -0.047611 0.909123 0.413479 0.0000196058 -0.0000006212 -0.0000052702 0.0000196288 -0.0000085880 0.0001619205 0.0475147325 -0.0177051631 -0.0010161885 0.0110811068 0.0006364033 0.0075956388
123492.60000 -6.603427 -14.839084 0.820788 -0.006895 -0.051800 0.912091 0.406643 0.0000193930 -0.0000008391 -0.0000020130 0.0000195812 -0.0000082549 0.0001621294 0.0463898512 -0.0168481641 -0.0009765050 0.0105453898 0.0005953026 0.0073918804
123492.70000 -6.374520 -14.632325 0.780378 0.003015 -0.054789 0.914906 0.399921 0.0000193066 -0.0000010024 0.0000009455 0.0000195310 -0.0000080190 0.0001621658 0.0452112492 -0.0160157503 -0.0009390819 0.0100446398 0.0005541000 0.0071879827
123492.80000 -6.145199 -14.413899 0.737039 0.012129 -0.057298 0.917691 0.392955 0.0000193484 -0.0000011635 0.0000037643 0.0000194195 -0.0000074574 0.0001621179 0.0441423524 -0.0152386180 -0.0009041020 0.0095739801 0.0005182872 0.0069973685
123492.90000 -5.922160 -14.203075 0.684942 0.022363 -0.058634 0.920292 0.386166 0.0000194688 -0.0000012839 0.0000062206 0.0000193647 -0.0000070485 0.0001619815 0.0430067880 -0.0144643553 -0.0008691498 0.0091255922 0.0004838054 0.0068064010
123493.00000 -5.702186 -13.976226 0.629504 0.031294 -0.060078 0.922976 0.378849 0.0000197087 -0.0000013547 0.0000090131 0.0000192504 -0.0000059237 0.0001617705 0.0419515551 -0.0137326124 -0.0008376194 0.0087047257 0.0004482958 0.0066290197
123493.10000 -5.483988 -13.742267 0.566320 0.040702 -0.060103 0.925592 0.371497 0.0000200107 -0.0000014007 0.0000114497 0.0000191915 -0.0000052358 0.0001614785 0.0408025213 -0.0130058159 -0.0008068973 0.0083090256 0.0004135419 0.0064452008
123493.20000 -5.268531 -13.512015 0.501518 0.048846 -0.059650 0.928146 0.364145 0.0000203771 -0.0000014059 0.0000138078 0.0000191096 -0.0000042477 0.0001611069 0.0396353204 -0.0122922198 -0.0007762975 0.0079233112 0.0003771642 0.0062617406
123493.30000 -5.051501 -13.275957 0.430615 0.057705 -0.058358 0.930593 0.356737 0.0000206976 -0.0000013578 0.0000155636 0.0000190439 -0.0000033379 0.0001607851 0.0385206336 -0.0116033046 -0.0007467437 0.0075569698 0.0003418175 0.0060865193
123493.40000 -4.843271 -13.042753 0.360430 0.065230 -0.055973 0.933180 0.348981 0.0000211323 -0.0000012229 0.0000176056 0.0000189692 -0.0000019598 0.0001603436 0.0373987684 -0.0109167775 -0.0007175647 0.0072021292 0.0003059054 0.0059142346
123493.50000 -4.635489 -12.803285 0.287699 0.072859 -0.053470 0.935563 0.341400 0.0000214425 -0.0000010548 0.0000190300 0.0000189352 -0.0000005738 0.0001599797 0.0363095698 -0.0102752571 -0.0006896491 0.0068768431 0.0002735875 0.0057483657
123493.60000 -4.436554 -12.562143 0.203801 0.079062 -0.050629 0.938010 0.333652 0.0000219129 -0.0000008538 0.0000208497 0.0000189022 0.0000008380 0.0001594318 0.0352108404 -0.0096433364 -0.0006617504 0.0065645928 0.0002431717 0.0055822167
123493.70000 -4.232834 -12.310364 0.121712 0.084490 -0.046994 0.940631 0.325371 0.0000221980 -0.0000006928 0.0000219284 0.0000189068 0.0000018507 0.0001590683 0.0341259461 -0.0090533603 -0.0006364286 0.0062812448 0.0002107825 0.0054231210
123493.80000 -4.039086 -12.064834 0.044122 0.088861 -0.042709 0.943085 0.317600 0.0000224344 -0.0000004125 0.0000227795 0.0000189823 0.0000033773 0.0001587497 0.0329999137 -0.0084499251 -0.0006092525 0.0060037227 0.0001809663 0.0052630357
123493.90000 -3.850685 -11.812180 -0.037910 0.092522 -0.037896 0.945625 0.309511 0.0000226036 -0.0000001429 0.0000234583 0.0000190313 0.0000048050 0.0001584158 0.0319325487 -0.0078932800 -0.0005837191 0.0057500044 0.0001525170 0.0051108597
123494.00000 -3.669670 -11.548423 -0.108600 0.095204 -0.032830 0.948093 0.301624 0.0000226511 0.0000001318 0.0000237521 0.0000191472 0.0000062812 0.0001581920 0.0308489765 -0.0073607532 -0.0005593142 0.0055172199 0.0001249709 0.0049588692
123494.10000 -3.492049 -11.292693 -0.185172 0.095905 -0.027459 0.950606 0.293934 0.0000226073 0.0000003874 0.0000237952 0.0000192715 0.0000076421 0.0001580182 0.0297272578 -0.0068546360 -0.0005354124 0.0053039726 0.0001044118 0.0048063023
123494.20000 -3.321282 -11.033643 -0.258997 0.096889 -0.021116 0.952947 0.286457 0.0000224537 0.0000005932 0.0000234409 0.0000194520 0.0000088794 0.0001580081 0.0286852958 -0.0063700748 -0.0005115775 0.0051049694 0.0000818304 0.0046678655
123494.30000 -3.155458 -10.773319 -0.331689 0.096127 -0.015242 0.955429 0.278717 0.0000222138 0.0000008645 0.0000229284 0.0000196868 0.0000105914 0.0001579203 0.0276454010 -0.0059135656 -0.0004890620 0.0049217578 0.0000618385 0.0045291667
123494.40000 -2.988189 -10.511924 -0.406939 0.094820 -0.008988 0.957884 0.270898 0.0000219717 0.0000010384 0.0000223884 0.0000199000 0.0000118491 0.0001578796 0.0266241612 -0.0054819247 -0.0004670734 0.0047523932 0.0000431722 0.0043953688
123494.50000 -2.822530 -10.245997 -0.480978 0.092065 -0.002686 0.960324 0.263239 0.0000216209 0.0000011955 0.0000214538 0.0000201816 0.0000133446 0.0001579003 0.0256177906 -0.0050519999 -0.0004450490 0.0045875613 0.0000235850 0.0042622356
123494.60000 -2.662760 -9.971985 -0.556613 0.088864 0.003089 0.962737 0.255406 0.0000211689 0.0000012478 0.0000200959 0.0000204051 0.0000144333 0.0001580864 0.0246131899 -0.0046376034 -0.0004232683 0.0044353337 0.0000067273 0.0041322928
123494.70000 -2.504559 -9.693003 -0.616805 0.083786 0.009458 0.965134 0.247804 0.0000206903 0.0000012633 0.0000186032 0.0000206424 0.0000156577 0.0001582283 0.0235999457 -0.0042466914 -0.0004028515 0.0042960362 -0.0000116885 0.0039971837
123494.80000 -2.356737 -9.412311 -0.672869 0.077720 0.014951 0.967516 0.240103 0.0000202060 0.0000012099 0.0000169640 0.0000208940 0.0000167228 0.0001583930 0.0225780335 -0.0038699293 -0.0003807282 0.0041646553 -0.0000231399 0.0038662635
123494.90000 -2.208011 -9.139000 -0.733122 0.071703 0.020669 0.969704 0.232608 0.0000196881 0.0000010875 0.0000149454 0.0000211197 0.0000175950 0.0001586306 0.0215860833 -0.0035256843 -0.0003603783 0.0040465304 -0.0000337964 0.0037423936
123495.00000 -2.059623 -8.856104 -0.791242 0.064869 0.026147 0.971874 0.224877 0.0000192334 0.0000009299 0.0000128539 0.0000214105 0.0000185793 0.0001587998 0.0206586825 -0.0031894480 -0.0003403133 0.0039366737 -0.0000443214 0.0036270294
123495.10000 -1.920209 -8.562942 -0.834135 0.056607 0.031116 0.973967 0.217292 0.0000188101 0.0000007172 0.0000106814 0.0000216148 0.0000193419 0.0001589459 0.0197135879 -0.0028659679 -0.0003199466 0.0038342129 -0.0000548286 0.0035096148
123495.20000 -1.796084 -8.273639 -0.878479 0.048023 0.035238 0.975872 0.210060 0.0000184409 0.0000004102 0.0000082021 0.0000218774 0.0000201430 0.0001590788 0.0187473676 -0.0025716614 -0.0003001835 0.0037446550 -0.0000594809 0.0033917886
123495.30000 -1.665499 -7.983678 -0.913073 0.038666 0.039399 0.977641 0.202906 0.0000181516 0.0000000973 0.0000057683 0.0000220008 0.0000204886 0.0001592184 0.0178361291 -0.0023173300 -0.0002833873 0.0036687412 -0.0000643863 0.0032829837
123495.40000 -1.546170 -7.699565 -0.947402 0.029186 0.042492 0.979249 0.195995 0.0000179212 -0.0000002985 0.0000029183 0.0000221466 0.0000209627 0.0001592423 0.0169411242 -0.0020544932 -0.0002662626 0.0035926010 -0.0000671135 0.0031749610
123495.50000 -1.430411 -7.404723 -0.978123 0.019513 0.045464 0.980815 0.188557 0.0000178215 -0.0000007028 0.0000001450 0.0000222248 0.0000212008 0.0001592295 0.0161050691 -0.0018284672 -0.0002502470 0.0035283926 -0.0000699056 0.0030747247
123495.60000 -1.307833 -7.110048 -0.992143 0.009181 0.047878 0.982257 0.181091 0.0000178122 -0.0000010910 -0.0000024946 0.0000222303 0.0000211770 0.0001591785 0.0152480371 -0.0016134421 -0.0002351430 0.0034681809 -0.0000722728 0.0029738142
123495.70000 -1.200808 -6.820668 -1.013154 -0.000783 0.049132 0.983489 0.174167 0.0000179202 -0.0000015239 -0.0000052791 0.0000222628 0.0000212570 0.0001589843 0.0144198455 -0.0013915966 -0.0002201995 0.0034075524 -0.0000700994 0.0028744815
123495.80000 -1.097016 -6.528456 -1.020731 -0.011115 0.049926 0.984602 0.167158 0.0000181240 -0.0000018950 -0.0000078752 0.0000222463 0.0000210605 0.0001588125 0.0136412911 -0.0012113214 -0.0002062030 0.0033615809 -0.0000687866 0.0027866596
123495.90000 -0.992086 -6.229155 -1.009799 -0.021930 0.050800 0.985637 0.159555 0.0000184104 -0.0000022701 -0.0000104318 0.0000220738 0.0000205974 0.0001586041 0.0128811544 -0.0010411247 -0.0001947094 0.0033165331 -0.0000663897 0.0026942045
123496.00000 -0.897616 -5.923415 -1.010504 -0.031472 0.049142 0.986667 0.151932 0.0000188443 -0.0000026459 -0.0000133435 0.0000219565 0.0000202973 0.0001581609 0.0121161101 -0.0008779747 -0.0001801427 0.0032753432 -0.0000615919 0.0026065486
123496.10000 -0.805217 -5.627759 -1.000408 -0.041239 0.048734 0.987378 0.144946 0.0000192837 -0.0000028403 -0.0000155967 0.0000216355 0.0000191195 0.0001580422 0.0113679694 -0.0007378301 -0.0001679918 0.0032401135 -0.0000581580 0.0025217116
123496.20000 -0.718643 -5.327551 -0.979709 -0.050390 0.047231 0.988139 0.137153 0.0000197713 -0.0000030954 -0.0000177879 0.0000215643 0.0000187852 0.0001575976 0.0106856067 -0.0006063362 -0.0001562396 0.0032094857 -0.0000530413 0.0024462057
123496.30000 -0.631358 -5.029482 -0.967057 -0.058317 0.045278 0.988796 0.129739 0.0000203403 -0.0000032496 -0.0000200495 0.0000212878 0.0000178175 0.0001572177 0.0100123262 -0.0004916306 -0.0001452824 0.0031805145 -0.0000471374 0.0023697686
